id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Grade,Age,CGPA,College_Application
1517,Melissa,Jackson,melissa.jackson.1517@gslingacademy.com,female,False,6,False,17,Software Engineer,90,64,79,66,96,61,81,Junior,16,C,University of Chicago
1518,Kimberly,Miller,kimberly.miller.1518@gslingacademy.com,female,False,2,False,31,Software Engineer,93,74,80,79,70,66,91,Junior,17,C,Haverford
1519,Andrew,Stanley,andrew.stanley.1519@gslingacademy.com,male,False,2,True,25,Accountant,93,74,96,69,71,82,76,Freshman,15,B,Harvard
1520,Mary,Taylor,mary.taylor.1520@gslingacademy.com,female,False,7,False,14,Software Engineer,92,74,90,87,89,94,87,Senior,18,B,Emory
1521,Mindy,Jones,mindy.jones.1521@gslingacademy.com,female,False,2,False,2,Game Developer,86,60,91,82,73,77,64,Sophomore,16,C,Swarthmore
1522,John,Powell,john.powell.1522@gslingacademy.com,male,True,10,False,5,Business Owner,64,69,85,99,76,98,60,Sophomore,16,C,Columbia
1523,Amanda,Padilla,amanda.padilla.1523@gslingacademy.com,female,False,2,False,2,Artist,91,87,84,91,96,88,82,Senior,17,B,Columbia
1524,Kevin,Koch,kevin.koch.1524@gslingacademy.com,male,False,3,False,33,Scientist,76,66,96,86,85,62,68,Junior,17,C,University of Chicago
1525,Chad,Moreno,chad.moreno.1525@gslingacademy.com,male,False,6,False,33,Unknown,72,67,65,76,69,81,70,Junior,17,C,Swarthmore
1526,Stephanie,Spencer,stephanie.spencer.1526@gslingacademy.com,female,False,1,False,5,Artist,63,86,72,72,90,75,92,Freshman,15,C,Duke
1527,Peter,Vargas,peter.vargas.1527@gslingacademy.com,non-binary,True,3,False,23,Software Engineer,94,61,72,70,87,82,76,Senior,18,C,Oberlin
1528,Kayla,Bailey,kayla.bailey.1528@gslingacademy.com,female,False,10,False,2,Business Owner,70,75,59,91,53,97,95,Freshman,15,C,Haverford
1529,Stephanie,Jones,stephanie.jones.1529@gslingacademy.com,female,False,3,False,23,Banker,83,69,66,95,93,77,77,Senior,18,B,Barnard
1530,Nancy,Hartman,nancy.hartman.1530@gslingacademy.com,female,False,6,False,3,Business Owner,50,61,50,96,70,58,86,Freshman,14,D,Rice
1531,Eduardo,Brown,eduardo.brown.1531@gslingacademy.com,male,False,0,False,48,Doctor,99,89,96,98,89,98,93,Sophomore,16,A,Williams
1532,Thomas,Stone,thomas.stone.1532@gslingacademy.com,male,False,3,False,32,Banker,76,85,62,65,79,81,61,Senior,17,C,Colgate
1533,Craig,Carter,craig.carter.1533@gslingacademy.com,male,True,4,True,3,Business Owner,71,66,52,99,87,89,70,Senior,17,C,Vassar
1534,Michael,Harrington,michael.harrington.1534@gslingacademy.com,male,False,1,False,24,Unknown,60,78,96,93,62,60,83,Junior,16,C,UCLA
1535,Valerie,Nichols,valerie.nichols.1535@gslingacademy.com,female,False,4,False,21,Software Engineer,87,74,81,65,74,91,82,Junior,17,C,Oberlin
1536,Brian,Garcia,brian.garcia.1536@gslingacademy.com,male,False,10,False,0,Business Owner,93,84,65,56,67,92,81,Freshman,15,C,N.A.
1537,Renee,Smith,renee.smith.1537@gslingacademy.com,female,False,0,False,25,Lawyer,87,87,69,71,74,91,74,Freshman,15,C,USC
1538,Kaitlyn,Frazier,kaitlyn.frazier.1538@gslingacademy.com,female,False,3,False,10,Government Officer,93,68,61,78,80,65,77,Sophomore,16,C,Wesleyan
1539,Jesse,Green,jesse.green.1539@gslingacademy.com,male,False,1,False,4,Game Developer,96,64,91,69,60,62,62,Freshman,14,C,Wesleyan
1540,Kimberly,Cooper,kimberly.cooper.1540@gslingacademy.com,female,False,2,False,7,Unknown,62,73,74,72,83,63,79,Freshman,14,C,Stanford
1541,Matthew,Chambers,matthew.chambers.1541@gslingacademy.com,non-binary,True,8,False,0,Business Owner,50,80,100,81,61,68,72,Freshman,15,C,Cornell
1542,Stephanie,Yu,stephanie.yu.1542@gslingacademy.com,female,False,4,False,2,Unknown,71,68,77,73,68,73,64,Sophomore,15,C,Boston University
1543,Jose,Hodge,jose.hodge.1543@gslingacademy.com,male,False,0,True,16,Construction Engineer,99,88,88,90,82,88,90,Freshman,14,B,Williams
1544,Steve,Kelly,steve.kelly.1544@gslingacademy.com,male,False,4,False,12,Stock Investor,100,67,100,60,94,72,70,Freshman,14,B,Claremont McKenna
1545,Justin,Morgan,justin.morgan.1545@gslingacademy.com,male,True,9,False,4,Business Owner,77,59,60,98,74,76,60,Freshman,15,C,Dartmouth
1546,Robert,Black,robert.black.1546@gslingacademy.com,male,False,3,True,23,Software Engineer,88,73,86,75,65,62,83,Sophomore,15,C,Vassar
1547,Gabriella,Pierce,gabriella.pierce.1547@gslingacademy.com,female,False,6,False,15,Accountant,88,99,64,79,52,75,92,Freshman,15,C,NYU
1548,William,Clay,william.clay.1548@gslingacademy.com,male,False,2,False,31,Stock Investor,99,88,97,97,71,67,79,Sophomore,16,B,Brown
1549,Nicholas,Shea,nicholas.shea.1549@gslingacademy.com,male,True,8,False,3,Business Owner,50,88,58,78,83,97,88,Freshman,14,C,Carnegie Mellon
1550,Heidi,Ellis,heidi.ellis.1550@gslingacademy.com,female,False,4,False,2,Unknown,69,93,62,99,98,98,68,Junior,16,B,Middlebury
1551,Cassandra,Mills,cassandra.mills.1551@gslingacademy.com,female,False,5,False,35,Banker,89,86,96,92,97,89,95,Junior,17,A,Cornell
1552,Robert,Hart,robert.hart.1552@gslingacademy.com,non-binary,False,5,False,27,Designer,93,97,77,70,81,83,87,Sophomore,15,B,NYU
1553,Natalie,Garrison,natalie.garrison.1553@gslingacademy.com,female,False,5,False,32,Software Engineer,96,83,67,86,81,92,73,Freshman,14,B,Duke
1554,Melissa,Campbell,melissa.campbell.1554@gslingacademy.com,female,True,4,False,24,Software Engineer,92,98,93,60,74,84,97,Sophomore,16,B,Williams
1555,Joshua,Cervantes,joshua.cervantes.1555@gslingacademy.com,non-binary,False,3,True,29,Software Engineer,99,72,65,66,71,85,83,Junior,17,C,Carnegie Mellon
1556,Carlos,Long,carlos.long.1556@gslingacademy.com,male,False,10,True,4,Business Owner,86,59,81,55,77,69,87,Junior,16,C,UCLA
1557,Keith,Hunt,keith.hunt.1557@gslingacademy.com,male,False,4,False,17,Software Engineer,91,92,95,90,73,75,95,Sophomore,16,B,Columbia
1558,Kevin,Turner,kevin.turner.1558@gslingacademy.com,male,True,3,False,18,Banker,95,91,74,61,94,86,87,Junior,16,B,Caltech
1559,Shane,Washington,shane.washington.1559@gslingacademy.com,male,False,5,False,15,Government Officer,61,94,87,74,92,79,97,Freshman,15,B,Stanford
1560,Mark,Duke,mark.duke.1560@gslingacademy.com,male,False,1,False,32,Writer,65,89,70,71,74,97,64,Freshman,15,C,Harvard
1561,Anna,Lane,anna.lane.1561@gslingacademy.com,female,False,7,False,3,Game Developer,94,97,97,75,79,68,92,Freshman,14,B,Claremont McKenna
1562,Catherine,Ibarra,catherine.ibarra.1562@gslingacademy.com,female,False,5,False,31,Designer,94,68,89,90,91,98,72,Sophomore,15,B,N.A.
1563,Brian,Adams,brian.adams.1563@gslingacademy.com,male,False,5,True,3,Business Owner,56,67,87,97,88,57,86,Sophomore,15,C,Pomona
1564,Michael,James,michael.james.1564@gslingacademy.com,male,False,7,False,25,Software Engineer,89,63,88,73,78,84,74,Senior,17,C,University of Michigan
1565,Robert,Hernandez,robert.hernandez.1565@gslingacademy.com,male,True,1,True,0,Real Estate Developer,65,70,100,66,71,61,61,Senior,17,C,Georgetown
1566,Anthony,Walton,anthony.walton.1566@gslingacademy.com,non-binary,True,1,False,29,Stock Investor,91,96,63,81,97,74,66,Senior,18,B,NYU
1567,Meghan,Lewis,meghan.lewis.1567@gslingacademy.com,female,False,1,False,17,Banker,88,100,71,85,72,91,81,Freshman,15,B,Wellesley
1568,Crystal,Holland,crystal.holland.1568@gslingacademy.com,female,True,4,False,0,Business Owner,49,51,57,80,89,53,76,Freshman,14,D,N.A.
1569,Brian,Gibson,brian.gibson.1569@gslingacademy.com,male,False,5,False,25,Writer,73,94,74,72,80,98,100,Senior,18,B,University of Michigan
1570,Eric,Heath,eric.heath.1570@gslingacademy.com,male,False,2,False,23,Software Engineer,94,94,74,66,73,92,80,Senior,17,B,Wellesley
1571,Holly,Dunn,holly.dunn.1571@gslingacademy.com,non-binary,True,5,False,4,Business Owner,84,61,59,76,72,54,66,Junior,16,D,Rice
1572,Paul,Miller,paul.miller.1572@gslingacademy.com,male,False,7,True,11,Construction Engineer,97,91,91,61,68,77,97,Senior,18,B,Smith
1573,Katherine,Reyes,katherine.reyes.1573@gslingacademy.com,female,False,7,False,12,Unknown,82,84,69,66,65,74,68,Junior,17,C,UCLA
1574,Paula,Hernandez,paula.hernandez.1574@gslingacademy.com,female,True,2,False,48,Doctor,96,97,98,98,97,96,89,Junior,17,A,Reed
1575,Aaron,Ortega,aaron.ortega.1575@gslingacademy.com,male,False,4,True,0,Business Owner,44,98,53,68,94,91,84,Senior,17,C,University of Michigan
1576,Jonathan,Carter,jonathan.carter.1576@gslingacademy.com,male,False,7,True,12,Banker,97,64,90,69,88,83,77,Sophomore,16,B,Columbia
1577,Christina,Nguyen,christina.nguyen.1577@gslingacademy.com,female,False,1,True,31,Banker,77,93,65,68,71,75,76,Senior,18,C,Kenyon
1578,Anita,Carter,anita.carter.1578@gslingacademy.com,female,True,9,False,19,Accountant,89,99,96,72,84,62,98,Sophomore,16,B,Dartmouth
1579,Madeline,Holmes,madeline.holmes.1579@gslingacademy.com,female,False,0,False,17,Software Engineer,86,92,65,81,73,84,79,Sophomore,15,B,Smith
1580,Luis,Klein,luis.klein.1580@gslingacademy.com,male,False,6,True,24,Unknown,73,71,84,96,92,94,75,Freshman,14,B,USC
1581,Laura,Thornton,laura.thornton.1581@gslingacademy.com,female,False,2,False,11,Teacher,61,75,95,62,93,92,87,Junior,17,B,Rice
1582,William,Ball,william.ball.1582@gslingacademy.com,male,True,6,False,2,Business Owner,81,90,75,83,70,55,62,Freshman,15,C,Duke
1583,Kristin,Gilbert,kristin.gilbert.1583@gslingacademy.com,female,True,2,True,32,Doctor,90,99,94,91,92,85,64,Freshman,15,B,UCLA
1584,Aaron,Ware,aaron.ware.1584@gslingacademy.com,male,False,7,False,5,Game Developer,88,60,87,95,65,75,76,Junior,17,C,MIT
1585,Danny,Carlson,danny.carlson.1585@gslingacademy.com,male,False,5,True,23,Doctor,86,92,84,82,88,84,65,Freshman,14,B,Duke
1586,Julie,Adkins,julie.adkins.1586@gslingacademy.com,female,False,8,False,14,Banker,78,75,82,91,86,76,69,Freshman,15,C,Middlebury
1587,Jerry,Aguirre,jerry.aguirre.1587@gslingacademy.com,male,True,6,False,1,Business Owner,73,90,70,80,64,53,79,Senior,17,C,Vassar
1588,Jason,Thomas,jason.thomas.1588@gslingacademy.com,male,False,4,False,32,Scientist,98,82,91,93,85,75,78,Sophomore,16,B,Rice
1589,Zachary,Houston,zachary.houston.1589@gslingacademy.com,male,False,1,False,34,Scientist,81,79,100,88,81,64,95,Junior,16,B,Columbia
1590,Donna,Hoffman,donna.hoffman.1590@gslingacademy.com,female,False,2,True,13,Unknown,73,87,72,98,82,89,98,Junior,16,B,USC
1591,Austin,Sanders,austin.sanders.1591@gslingacademy.com,male,False,1,False,24,Lawyer,84,95,87,100,96,92,76,Junior,17,A,Wellesley
1592,Leslie,Mercado,leslie.mercado.1592@gslingacademy.com,female,False,5,False,32,Lawyer,81,90,82,80,98,81,91,Freshman,14,B,Bowdoin
1593,Derrick,Tucker,derrick.tucker.1593@gslingacademy.com,male,False,2,False,21,Banker,100,77,90,83,88,91,80,Junior,16,B,Vassar
1594,Kelsey,Alexander,kelsey.alexander.1594@gslingacademy.com,female,True,6,False,0,Business Owner,83,50,59,77,66,87,60,Junior,17,D,Dartmouth
1595,Rhonda,Smith,rhonda.smith.1595@gslingacademy.com,female,False,6,False,34,Accountant,87,75,90,82,99,66,92,Senior,18,B,Bryn Mawr
1596,Isaac,Santos,isaac.santos.1596@gslingacademy.com,male,False,2,False,14,Designer,96,94,60,62,86,79,79,Senior,17,C,Hamilton
1597,David,Sloan,david.sloan.1597@gslingacademy.com,male,False,3,False,25,Software Engineer,98,76,69,75,76,98,81,Freshman,14,B,Vanderbilt
1598,Amanda,Peterson,amanda.peterson.1598@gslingacademy.com,female,False,3,False,5,Game Developer,83,66,97,95,91,76,80,Freshman,14,B,Tufts
1599,Cynthia,Weeks,cynthia.weeks.1599@gslingacademy.com,female,True,10,False,3,Business Owner,86,59,83,81,100,82,99,Freshman,14,B,Reed
1600,Katherine,Turner,katherine.turner.1600@gslingacademy.com,female,False,7,False,20,Designer,82,67,88,62,73,64,79,Sophomore,16,C,Barnard
1601,Joseph,Patterson,joseph.patterson.1601@gslingacademy.com,male,False,1,True,26,Designer,82,98,78,63,83,91,94,Freshman,14,B,Grinnell
1602,Jill,Davis,jill.davis.1602@gslingacademy.com,female,False,9,False,2,Business Owner,100,71,70,86,80,91,62,Senior,18,B,Grinnell
1603,Amy,Moore,amy.moore.1603@gslingacademy.com,female,False,3,True,1,Real Estate Developer,100,80,88,81,93,93,84,Sophomore,15,B,Davidson
1604,Eric,Matthews,eric.matthews.1604@gslingacademy.com,male,False,10,False,1,Business Owner,83,93,75,55,82,51,91,Junior,17,C,Vanderbilt
1605,Tamara,Bennett,tamara.bennett.1605@gslingacademy.com,female,False,10,False,25,Banker,93,92,71,89,91,76,61,Sophomore,16,B,USC
1606,Maria,Perkins,maria.perkins.1606@gslingacademy.com,female,False,5,False,35,Lawyer,86,86,100,86,94,87,85,Junior,17,B,University of Michigan
1607,Jillian,Reed,jillian.reed.1607@gslingacademy.com,female,True,3,False,2,Business Owner,50,78,67,95,82,97,80,Freshman,15,C,Columbia
1608,Melissa,Mora,melissa.mora.1608@gslingacademy.com,female,False,7,False,5,Business Owner,78,68,56,50,76,67,97,Freshman,15,C,Harvard
1609,Tina,Smith,tina.smith.1609@gslingacademy.com,female,False,3,False,24,Software Engineer,91,69,82,87,100,93,100,Senior,17,B,UCSD
1610,Rhonda,Munoz,rhonda.munoz.1610@gslingacademy.com,female,False,0,False,5,Artist,73,100,78,77,71,61,66,Sophomore,16,C,UCLA
1611,Heidi,Johnson,heidi.johnson.1611@gslingacademy.com,female,False,6,False,3,Game Developer,99,66,81,69,82,73,72,Freshman,15,C,Colgate
1612,Joshua,Davis,joshua.davis.1612@gslingacademy.com,male,False,6,False,5,Game Developer,88,82,99,65,83,65,98,Junior,16,B,Vanderbilt
1613,Laura,Sanders,laura.sanders.1613@gslingacademy.com,female,False,1,False,33,Lawyer,100,82,85,68,97,81,100,Sophomore,16,B,Wellesley
1614,Evan,Francis,evan.francis.1614@gslingacademy.com,male,False,2,False,15,Unknown,100,62,84,66,88,90,71,Junior,17,B,Vanderbilt
1615,Cynthia,Miller,cynthia.miller.1615@gslingacademy.com,female,True,5,False,32,Banker,99,61,76,95,79,78,66,Junior,16,C,Harvard
1616,Bobby,Miller,bobby.miller.1616@gslingacademy.com,male,False,0,True,14,Banker,81,99,85,72,67,78,69,Sophomore,16,C,Swarthmore
1617,Justin,Brooks,justin.brooks.1617@gslingacademy.com,male,False,3,False,47,Doctor,90,86,98,97,99,96,85,Sophomore,16,A,Princeton
1618,Kayla,Krueger,kayla.krueger.1618@gslingacademy.com,female,False,4,False,6,Unknown,67,88,89,90,78,84,73,Senior,18,B,Barnard
1619,Justin,Kim,justin.kim.1619@gslingacademy.com,male,False,5,True,3,Real Estate Developer,68,91,78,63,90,95,80,Freshman,14,B,Princeton
1620,Christian,Blankenship,christian.blankenship.1620@gslingacademy.com,male,False,1,True,42,Doctor,93,90,93,89,92,93,100,Junior,17,A,Barnard
1621,Todd,Williams,todd.williams.1621@gslingacademy.com,male,False,1,False,22,Construction Engineer,94,95,80,60,89,93,88,Freshman,14,B,Bryn Mawr
1622,Victoria,Perez,victoria.perez.1622@gslingacademy.com,female,False,7,False,1,Business Owner,88,96,74,90,82,70,83,Senior,18,B,Emory
1623,Madeline,Hart,madeline.hart.1623@gslingacademy.com,female,False,1,True,21,Banker,75,93,66,63,68,91,99,Freshman,14,C,Oberlin
1624,Christopher,Meyer,christopher.meyer.1624@gslingacademy.com,male,False,4,False,50,Doctor,99,89,87,90,87,90,95,Freshman,14,A,Georgetown
1625,Christopher,Fleming,christopher.fleming.1625@gslingacademy.com,male,True,7,False,29,Accountant,93,64,86,82,35,73,84,Junior,16,C,Claremont McKenna
1626,Karen,Ramsey,karen.ramsey.1626@gslingacademy.com,female,False,4,False,31,Lawyer,73,95,78,79,84,89,96,Sophomore,15,B,Swarthmore
1627,Monica,Dalton,monica.dalton.1627@gslingacademy.com,female,False,6,False,5,Real Estate Developer,64,61,76,100,93,61,65,Senior,17,C,Vanderbilt
1628,Gary,Odonnell,gary.odonnell.1628@gslingacademy.com,male,False,1,True,25,Lawyer,76,87,98,88,94,86,64,Senior,18,B,Northwestern
1629,Ann,Scott,ann.scott.1629@gslingacademy.com,female,False,2,False,22,Stock Investor,91,93,82,81,95,91,70,Junior,16,B,Amherst
1630,Jessica,Jackson,jessica.jackson.1630@gslingacademy.com,female,False,8,True,1,Business Owner,70,98,51,51,96,96,70,Sophomore,15,C,Georgetown
1631,Lauren,Morrison,lauren.morrison.1631@gslingacademy.com,female,False,5,False,26,Doctor,90,92,95,85,93,69,65,Freshman,15,B,Williams
1632,Alexander,Brown,alexander.brown.1632@gslingacademy.com,male,False,9,False,3,Business Owner,93,83,61,95,70,93,65,Sophomore,16,B,Carnegie Mellon
1633,Thomas,Smith,thomas.smith.1633@gslingacademy.com,male,True,7,False,12,Unknown,61,99,66,99,100,70,60,Senior,17,C,Wellesley
1634,Jonathan,Torres,jonathan.torres.1634@gslingacademy.com,male,False,1,False,1,Business Owner,51,69,85,61,59,81,63,Freshman,14,D,Dartmouth
1635,Robin,Daniel,robin.daniel.1635@gslingacademy.com,female,False,4,True,18,Unknown,91,72,69,88,92,61,76,Freshman,15,C,Vassar
1636,Anthony,Peterson,anthony.peterson.1636@gslingacademy.com,male,False,3,False,27,Accountant,96,64,76,97,81,87,99,Junior,17,B,Cornell
1637,Ashley,Blankenship,ashley.blankenship.1637@gslingacademy.com,female,False,5,False,24,Software Engineer,93,75,84,66,74,99,66,Junior,17,C,Haverford
1638,Jennifer,Stewart,jennifer.stewart.1638@gslingacademy.com,female,False,1,True,19,Unknown,70,96,60,87,92,63,95,Senior,18,B,Boston University
1639,James,Compton,james.compton.1639@gslingacademy.com,male,False,2,False,47,Doctor,90,90,93,87,93,99,100,Junior,17,A,Dartmouth
1640,David,Bates,david.bates.1640@gslingacademy.com,male,False,1,False,11,Unknown,69,78,80,60,76,86,96,Senior,17,C,Yale
1641,Stephanie,Green,stephanie.green.1641@gslingacademy.com,female,False,2,False,29,Software Engineer,89,90,72,98,96,84,87,Freshman,14,B,Barnard
1642,Garrett,Nichols,garrett.nichols.1642@gslingacademy.com,non-binary,False,2,True,14,Software Engineer,86,99,90,61,66,96,87,Freshman,15,B,Middlebury
1643,Erica,Lopez,erica.lopez.1643@gslingacademy.com,female,False,5,False,4,Artist,80,61,89,98,73,90,88,Freshman,15,B,Northwestern
1644,Lisa,Benitez,lisa.benitez.1644@gslingacademy.com,female,False,4,False,15,Software Engineer,93,77,85,95,60,99,67,Senior,17,B,Bowdoin
1645,Cheryl,Gutierrez,cheryl.gutierrez.1645@gslingacademy.com,female,False,5,False,32,Software Engineer,87,91,86,96,65,77,83,Sophomore,15,B,Carnegie Mellon
1646,Stephen,Hawkins,stephen.hawkins.1646@gslingacademy.com,male,False,7,False,33,Stock Investor,86,88,96,86,87,99,80,Freshman,14,B,Vanderbilt
1647,Natalie,Williams,natalie.williams.1647@gslingacademy.com,female,False,4,True,29,Software Engineer,87,80,97,98,91,64,97,Senior,17,B,Johns Hopkins
1648,Anthony,Arnold,anthony.arnold.1648@gslingacademy.com,male,False,2,False,31,Lawyer,96,83,97,100,85,92,69,Freshman,15,B,N.A.
1649,Deanna,Coleman,deanna.coleman.1649@gslingacademy.com,female,False,5,False,29,Lawyer,90,89,70,90,83,82,87,Junior,17,B,Princeton
1650,Lisa,Barber,lisa.barber.1650@gslingacademy.com,female,True,5,False,0,Business Owner,89,65,65,91,76,91,92,Freshman,15,B,Rice
1651,Stephanie,Miller,stephanie.miller.1651@gslingacademy.com,female,True,6,False,1,Business Owner,98,62,75,72,81,73,93,Junior,17,C,Georgetown
1652,Amy,White,amy.white.1652@gslingacademy.com,female,False,3,False,42,Doctor,99,100,87,96,93,92,88,Sophomore,15,A,Northwestern
1653,Beverly,Chavez,beverly.chavez.1653@gslingacademy.com,female,True,9,True,2,Business Owner,99,65,100,93,91,60,83,Freshman,14,B,Reed
1654,Richard,Cortez,richard.cortez.1654@gslingacademy.com,male,False,3,False,1,Real Estate Developer,55,81,72,100,87,85,94,Sophomore,15,B,Wellesley
1655,Kevin,Morgan,kevin.morgan.1655@gslingacademy.com,male,False,1,False,11,Government Officer,86,87,64,74,60,89,84,Junior,16,C,USC
1656,Emily,Hebert,emily.hebert.1656@gslingacademy.com,female,True,4,False,18,Software Engineer,89,65,60,70,86,62,74,Senior,18,C,Boston University
1657,Lori,Roberts,lori.roberts.1657@gslingacademy.com,female,False,2,True,35,Software Engineer,94,97,90,93,85,95,92,Freshman,14,A,Swarthmore
1658,Robert,Kirby,robert.kirby.1658@gslingacademy.com,male,False,1,False,1,Game Developer,85,61,100,75,70,89,80,Senior,18,B,Haverford
1659,Eric,Ross,eric.ross.1659@gslingacademy.com,male,True,0,False,12,Unknown,78,70,90,68,90,87,77,Junior,16,B,UCLA
1660,Rachael,Perry,rachael.perry.1660@gslingacademy.com,non-binary,False,2,False,21,Banker,75,67,64,80,79,77,80,Senior,17,C,Davidson
1661,Kenneth,Gallagher,kenneth.gallagher.1661@gslingacademy.com,male,False,2,True,18,Construction Engineer,82,61,89,88,74,78,72,Senior,18,C,Johns Hopkins
1662,Thomas,Scott,thomas.scott.1662@gslingacademy.com,male,True,6,False,5,Business Owner,41,53,64,62,79,50,65,Freshman,15,F,Williams
1663,Elizabeth,Jones,elizabeth.jones.1663@gslingacademy.com,female,False,5,False,2,Business Owner,44,79,83,50,52,79,96,Senior,17,D,Barnard
1664,Matthew,Bartlett,matthew.bartlett.1664@gslingacademy.com,male,False,5,True,27,Lawyer,81,94,61,86,72,97,82,Junior,16,B,Vanderbilt
1665,Kendra,Perez,kendra.perez.1665@gslingacademy.com,female,True,6,False,18,Banker,77,90,74,65,100,76,80,Sophomore,16,B,Oberlin
1666,Daniel,Brewer,daniel.brewer.1666@gslingacademy.com,male,False,2,False,28,Software Engineer,97,97,70,94,66,83,66,Freshman,15,B,Amherst
1667,Cody,Tyler,cody.tyler.1667@gslingacademy.com,male,False,5,False,1,Business Owner,66,83,79,65,57,61,86,Senior,18,C,Rice
1668,Nicholas,Conrad,nicholas.conrad.1668@gslingacademy.com,male,False,7,False,42,Doctor,91,96,96,90,97,85,98,Freshman,14,A,UC Berkeley
1669,Emma,Morris,emma.morris.1669@gslingacademy.com,female,False,8,False,21,Accountant,76,84,95,66,84,74,64,Junior,17,C,Brown
1670,David,Brown,david.brown.1670@gslingacademy.com,male,False,4,False,31,Software Engineer,97,93,60,90,85,72,83,Senior,17,B,Carnegie Mellon
1671,Charlotte,Zuniga,charlotte.zuniga.1671@gslingacademy.com,female,False,8,False,34,Lawyer,83,94,93,62,92,98,94,Sophomore,15,B,UCSD
1672,Luis,Knight,luis.knight.1672@gslingacademy.com,male,False,1,True,5,Real Estate Developer,98,83,93,73,100,82,81,Freshman,15,B,Wesleyan
1673,Matthew,Moore,matthew.moore.1673@gslingacademy.com,male,False,3,False,46,Doctor,91,88,88,91,85,95,88,Junior,16,B,Wesleyan
1674,Jennifer,Chan,jennifer.chan.1674@gslingacademy.com,female,False,3,False,9,Government Officer,82,84,93,89,88,76,98,Senior,18,B,Smith
1675,Christopher,Evans,christopher.evans.1675@gslingacademy.com,male,False,5,False,26,Lawyer,77,86,62,85,72,98,90,Junior,17,B,NYU
1676,Tara,Haynes,tara.haynes.1676@gslingacademy.com,female,False,3,False,31,Software Engineer,95,98,76,61,87,72,100,Senior,18,B,Wellesley
1677,Jason,Flores,jason.flores.1677@gslingacademy.com,male,False,4,False,27,Writer,80,76,71,62,92,99,77,Sophomore,15,C,UCSD
1678,David,Flores,david.flores.1678@gslingacademy.com,male,True,7,False,28,Software Engineer,89,79,97,61,64,79,72,Junior,17,C,Tufts
1679,Patricia,Rivera,patricia.rivera.1679@gslingacademy.com,female,False,3,True,5,Government Officer,69,87,91,82,86,77,80,Senior,17,B,Wesleyan
1680,Alexis,Freeman,alexis.freeman.1680@gslingacademy.com,female,False,2,False,4,Business Owner,76,72,58,66,66,62,60,Junior,17,D,Princeton
1681,Scott,Baxter,scott.baxter.1681@gslingacademy.com,male,False,1,False,33,Doctor,85,97,95,97,98,84,94,Freshman,14,A,Barnard
1682,Kyle,Rubio,kyle.rubio.1682@gslingacademy.com,male,False,3,False,16,Banker,79,100,72,89,68,99,76,Freshman,14,B,Grinnell
1683,Nancy,Montes,nancy.montes.1683@gslingacademy.com,female,False,1,False,15,Teacher,85,76,63,62,74,82,96,Freshman,15,C,Smith
1684,Andre,Graham,andre.graham.1684@gslingacademy.com,male,False,7,False,10,Government Officer,78,69,87,93,83,94,75,Senior,18,B,Middlebury
1685,Christine,Rivera,christine.rivera.1685@gslingacademy.com,female,False,0,True,18,Unknown,62,91,86,88,80,62,75,Junior,17,C,Cornell
1686,William,Holt,william.holt.1686@gslingacademy.com,male,False,1,False,12,Stock Investor,93,86,61,71,98,79,87,Freshman,14,B,Johns Hopkins
1687,Tammy,Morris,tammy.morris.1687@gslingacademy.com,female,False,3,False,25,Banker,94,76,100,60,80,94,61,Sophomore,16,B,Rice
1688,Kimberly,Bates,kimberly.bates.1688@gslingacademy.com,female,False,3,False,23,Banker,95,83,94,83,75,99,75,Freshman,14,B,Smith
1689,Sheena,Murphy,sheena.murphy.1689@gslingacademy.com,female,False,6,False,8,Real Estate Developer,81,67,93,65,87,84,79,Sophomore,16,C,UC Berkeley
1690,Robert,Mccall,robert.mccall.1690@gslingacademy.com,male,False,4,False,32,Accountant,87,100,60,99,45,73,86,Senior,17,C,Vassar
1691,Julie,Floyd,julie.floyd.1691@gslingacademy.com,female,True,10,False,0,Business Owner,55,86,54,78,55,60,88,Junior,16,D,Bryn Mawr
1692,Barry,Taylor,barry.taylor.1692@gslingacademy.com,male,False,8,False,0,Business Owner,77,71,68,53,70,72,69,Freshman,14,D,Berkeley
1693,Dennis,Gonzalez,dennis.gonzalez.1693@gslingacademy.com,male,False,1,False,6,Stock Investor,82,79,60,80,65,64,71,Sophomore,15,C,Barnard
1694,Angel,Williams,angel.williams.1694@gslingacademy.com,male,False,6,False,5,Artist,81,97,88,81,63,88,67,Sophomore,16,B,Duke
1695,Ronald,Palmer,ronald.palmer.1695@gslingacademy.com,male,False,0,False,16,Software Engineer,99,70,86,61,70,90,66,Freshman,14,C,Haverford
1696,Dustin,Stanley,dustin.stanley.1696@gslingacademy.com,male,False,5,True,4,Real Estate Developer,87,77,64,84,84,94,80,Junior,16,B,Davidson
1697,Jennifer,Lewis,jennifer.lewis.1697@gslingacademy.com,female,True,8,False,2,Business Owner,94,62,100,87,91,89,93,Sophomore,15,B,Hamilton
1698,Mark,Gardner,mark.gardner.1698@gslingacademy.com,male,False,2,False,35,Unknown,98,92,91,89,95,92,90,Sophomore,15,A,Bowdoin
1699,Laura,Barber,laura.barber.1699@gslingacademy.com,female,False,2,True,34,Lawyer,97,89,76,61,91,91,70,Junior,16,B,Pomona
